id,socre,label,text,,,,
270,0.4831 ,,"Animal Cruelty. They allow people to post videos of animal abuse, animal cruelty and child abuse and refuse to do anything about it because they don't see anything wrong with it. But they will put you in Facebook jail for using profanity on your own profile.",,,,
271,0.4827 ,,Stealing your data. I find it interesting that I cannot turn off the location tracking for Facebook on my phone. There are no options. Funny how that works. Someone will file a suit against them soon for this I am sure.,,,,
272,0.4826 ,,Terrible. The amount of trackers that Facebook sends from your devices is unreal. You dont even need to have the app open on your phone for your information to be shipped off somewhere to line suckerbergers pockets. 0/5 if I could,,,,
273,0.4825 ,,Monitored by Ai. Facebook bots AiForces political agendasSecurity leaksMust use real life information Monitors online activity Spyware,,,,
274,0.4825 ,,"Facebook Review. Serious issues include the following. To many ads and detailed targeted ads. Their censoring, blocking, and removal of opposing view points is obvious. Their political stance and drive to push their view points and beliefs is annoying. They completely disrespect individuals privacy (look up Facebook-Cambridge Analytica Data Scandal as one example). With all this being said its an extremely popular social networking platform, which makes all these issues concerning. Im not pleased with the way they do business or their agenda.",,,,
275,0.4825 ,,Facebook is trash. Algorithms make it so you see what they want and your friends dont see what you post. Purposefully show you stuff that upsets you to keep you online. They delete and censor the silliest things often. But cant catch child traffickers. App breaks a lot and doesnt work right.,,,,
276,0.4824 ,,"Community, freedom, and privacy are dead. Back in the day FB was a great place to socialize and stay connected with friends and family. Its very evident that it is now a place where free speech is judged, and blocked according to specific viewpoints. The fact that its certain viewpoints shows that this is now a medium of propaganda, and not a social networking site for maintaining relationships with people you KNOW. Ive officially shut down my account and for the first time in years, have had no issues staying away from it.",,,,
277,0.4820 ,,Facebookcensorship. Facebook censors everyone who does not agree with their agenda. They are against freedom of speech.,,,,
278,0.4818 ,,"Heavily biased security system, benefits white supremacy. It's no secret that Facebook has racist crappy security policies that don't actually protect anyone and shut down accounts based on obviously false reports and glitches. They have no care for mental health of users per the design of the app as well.",,,,
279,0.4818 ,,"FACEBOOK IS THE MOST HYPOCRITICAL SOCIAL MEDIA. this also includes instagram because its the same company.tell me how a social media is gonna have a guideline for posts and whatnot but not follow it themselves? facebook showed a DISGUSTING, DISTURBING ad about clinical research showcasing a woman clearly BEING R*PED and when i reported it, guess what? facebook said, this doesnt go against our guidelines.then when i comment directly on the post, tagging facebook and called them out on their hypocrisy, they take my comment down for spam.same stuff happens on instagram too. i report comments that are literal death threats to people and the company is like  i dont see anything wrong with this person threatening to m*rder this person and their family. they wonder why no one likes them and why they had to turn their company into meta to lose the heat",,,,
280,0.4818 ,,Facebook censorship. Facebook censors any and all truth so people dont get facts. They are the worst social network I know of. I suggest dropping them or never using them. They are evil,,,,
281,0.4817 ,,"Facebook and ads. It now seems as though every other post is an advertisement. 90% of them medical related. I HATE THAT. I want to see my friends and family, and things i choose to see. Its even the same in the video section. I go there for entertainment. If i want to buy something, or am on meed of medical attention, i will google for it on my own. I thought facebook was for family?",,,,
282,0.4817 ,,"Horrible. FB is horrible now. Nothing like it use to be. Definitely not secure and private even when you set your stuff to private. Its full of ads, and ads that for stuff thats not even shipped in the USA (where I live). Its centered around Covid. Ridiculous  Ads and Covid thats about it.",,,,
283,0.4811 ,,Facebook policy. Oumouri,,,,
284,0.4811 ,,Horrid. I only use for marketplace. Facebook is an invasive and annoying service.,,,,
285,0.4806 ,,Terrible Company. Overall facebook is terrible they make money off stealing your data,,,,
286,0.4803 ,,Spam. I literally just got 30 days for sharing a gif that is provided specifically chosen by Facebooks selection of gifs for spamIt says can confirm and is just a clip from letterkenny.,,,,
287,0.4801 ,,Facebook has become a propaganda machine. Facebook has become a political waste &amp; the censorship &amp; fact-checking is out of control. Its clearly a biased platform seeking to influence the masses. Not a place to connect freely. It is being replaced as we speak.,,,,
288,0.4801 ,,"Garbage. This app allows scanner, hackers to do/post whatever they want. People from all over the world are able to create an account and then change their picture and go into groups on the other side of the world and post scam links over and over again. Once your report them, NOTHING happens yo their account. But if you say its a SCAM. FB removes your comment and says its against community standards. Well guess what FACEBOOK is a SCAM",,,,
289,0.4801 ,,"Creepy creepers. Facebook spies on everything you do. Then they try selling you stuff based on private conversations you had. They are a bunch of creeps. Its disgusting. If I could rate it lower than 1 star, I would.",,,,
290,0.4798 ,,Nothing but ads. Facebook has gone so far downhill. Waiting for last set of friends and family to switch over and then I will be deleting the account. If I wanted to spend my day watching ads I would pay for cable tv.,,,,
291,0.4796 ,,"No privacy. Gaslighting, crimes against humanity. Cia platform huh",,,,
292,0.4791 ,,"Censorship. Facebook doesnt care about your rights, any conservative post you post gets fact checked with articles that dont even make sense. The amount of times we have had to make a new group because we were attacked by Facebook is crazy. Facebook is more like Fakebook",,,,
293,0.4791 ,,Stop stealing our data. Its been proven Facebook it horrible for children and adults. You should be 18 or older to even have it. Im sick of my children complaining they cant have one but their 11 year old friend does This app is poison and Im glad I finally broke the addiction of it.,,,,
294,0.4791 ,,    . Facebook,,,,
295,0.4790 ,,"Red coats. Facebook does nothing but censor peoples views they dont agree with, they target people account, ban them and take things out of context for their own agenda.",,,,
296,0.4789 ,,Corrupt with ads. Facebook use to be good; a genuine way to connect with people. Now its all about ads and spreading misinformation. This app needs to limit their ads and regulate the information spread,,,,
297,0.4789 ,,"Facebook has changed a lot (for the worse). Back in the past, you were free to express yourself and speak about whatever you wished. Nowadays, youll end up being placed in the so-called facebook jail for anything, and its absurd. The slightest amount of profanity will get you banned for a few days, certain politicial posts will get you banned too, and the like. The fact checkers arent even accurate more than half the time; they just seem to flag information that they personally disagree with. Quoting lines from movies that happen to have the slightest drop of profanity can be enough to have your account disabled. Lastly, I dont like how it invades your privacy such as searching for items on amazon, or searching to purchase rentals. It makes you wonder how much more information theyre secretly tracking about you. I will never go on facebook again, or at least for a very, very, very long while. (P.s.: I wish facebook never purchased Instagram or WhatsApp). Mark Stalinburg or Mark Hitlerburg, idk which one sounds more fitting",,,,
298,0.4788 ,,Why do you lie when you say its improvements when all it is is take more control over us. Now you put a pecan questionnaire on my feed I try to delete it but it will not deleteEvery time you say youre improving things youre taking more control away from Us? You put more ads on you dont allow us to delete things that we dont want. You put our privacy at risk What you dont realize is I would not buy anything on Facebook because I dont trust it. I would not meet anyone on Facebook because I dont trust it. I dont like your previews when I go to my own spaceYouve taken something great and made it awful. The only reason most of us stay on it is to keep contact with their friends throughout the country. Youre taking it to the toilet,,,,
299,0.4787 ,,"Facebook. Someone signed into my Facebook account , using my info, for the second time today. Where is the security? Someone has been signing into my account for a long time",,,,
300,0.4786 ,,"Account security & TOO MANY ADS. FB seriously needs to update their security. I, along with countless friends have been hacked by people creating duplicate FB profiles using our profile pictures. Then the stupid amount of advertisements I see on my feed is ridiculous. Every 4th post is an ad. Seriously FB Fix this I dont mind the occasional ad but FB is to see updates on family and friends or to see info for pages we choose. Stop allowing advertisers to bombard us with countless useless ads.",,,,
301,0.4786 ,,Worst social media platform ever . They sells your data,,,,
302,0.4784 ,,"Facebook wants to be the biggest social network behemoth. Facebook doesnt give a rip. Misinformation ok. Algorithms? I hate FB w a passion. Hey, u wanna Share a photo whatever? Of course but can only share thru Facebook. Yes I read about tricks and such but shoot whos got time for that. My twins dropped ya. Bye bye.",,,,
303,0.4780 ,,"Propaganda its finest. If you like being a brainwashed puppet with facebook telling you what you can and cannot say and force their views on you, then this is your app.  Facebooks a joke.",,,,
304,0.4777 ,,"They deserve ZERO stars. DELETED my facebook account after 10 years of opening my account. Will never want to be related to any platform/product that is associated with them. Yeah, I still have instagram and whatsapp but now I have decided to almost NEVER use them. This is the most deceptive company you will ever encounter in your life, so for you to constantly give up your personal data sounds bonkers to me. Many of us unsatisfied users are totally aware of the many scandals that Facebook has been involved with. From privacy breaches to denying the harmful effects that their platforms have had on their users. Also, Facebooks platforms used to be platforms for freedom of expression and now they have become all about trying to manipulate and control users thoughts and emotions. It is becoming increasingly easy for these companies to almost dictate the way that you live your life (what you like, believe, want etc.) because the more data they have about you, the better the ability that these platforms have to influence and shape who you are and who you will become. Finally, they are starting to seem more and more tyrannical to me because now it seems so apparent to me that they are all about censoring anything that disagrees with them whoever them is. So for those reasons, I am out",,,,
305,0.4776 ,,Facebook is a huge joke. They will never help out my fb was hacked since june and i had all my daughters pictures on there theyre useless.,,,,
306,0.4776 ,,"A spy on your phone. Who would install a spyware on their smartphone? facebook is spying on us and using everything they can gather to make money. Delete facebook and zuckerberg forever and have a peaceful life, Amen",,,,
307,0.4774 ,,"Hacking/censorship. Its been interesting seeing myself and other conservative friends info be what is lost in these data breaches, yet my hard left friends always seem to be fine, never mind that they delete private messages they dont want shared between people.",,,,
308,0.4774 ,,"File an Attorney General Complaint in your state. Facebook has long been a place for criminals, pedophiles and sex workers, now it's just more prevalent as Facebook bends the rules for them. The best thing that many who are being taken advantage of (and wronged) by Facebook - is to file a complaint through your Attorney General's office. Facebook then has to respond. It may take them over a month to do so, but they will eventually respond. Do it, because Facebook intentionally gets over on people and expects them to just go away.",,,,
309,0.4772 ,,Our freedom. Facebook and its leaders are up using the laws and clearly violating the constitution of the United States of America working against the freedom of speech blocking us from saying what we think and turning the table to their benefits I hope our congress put rule to end this and watch over it all the social media like instagram and WhatsApp.,,,,
310,0.4768 ,,"So called safe Facebook. Facebook comment filtering restricts account left and right and theres not so much as a support button to speak your side. It can be for the smallest thing. I reposted a viral video that really should be flagged and Im the one that gets restricted? Not even the violence in the minor in the video right? I know someone personally who has been harassed, stalked and threaten via Facebook for YEARS and reported it but Facebook/Meta will say nothings wrong. This company is trash They can try to reinvent themselves but the fact remain they are grasping for straws and for a metadata selling business, they dont understand their customers at all We will throw confetti at the end of their road.",,,,
311,0.4767 ,,Social media app?. This literally nothing social about Facebook.,,,,
312,0.4767 ,,Mass Incarceration. Facebook has overly censored people. It\'s harmful.,,,,
313,0.4764 ,,"Facebook is a garbage heap. Facebook is a soulless, horrendous company. Our society is much sicker and worse off because of its existence. They peddle in conflict and negativity. Everyone involved should be ashamed in themselves, not that anything matters over the profit they continue to make.",,,,
314,0.4762 ,,"Its sad. Facebook used to be useful for keeping in touch with friends and family, but its become this huge greedy company that lost its way. It monitors everything you do so that it can push more and more ads on you and actively works to make you do only what they want you to do, vote the way they want you to, buy what they want you to, I could go on but I believe you get the point. It went from walking in a field chatting with your friends to mucking about blindly in a gator an mosquito infested swamp of junk ads and posts just hoping to catch a glimpse of one of your friends to see if theyre ok only to realize that its some scammer instead. I recommend this: just delete it and go back to calling and texting your people. Its a lot simpler and better for your mental health. In my personal opinion.",,,,
315,0.4762 ,,"Dont give them your data and let them treat you like garbage. They take you data and sell it. Blocked the account that you have had for years. Years of memories Gomes, chats with family that have passed away, gone. I have never done anything questionable on Facebook but this still happened.",,,,
316,0.4761 ,,"After thinking. Im not gonna write right now because it is early still, I just reentered a new Facebook account hoping that it will be private black and only those that I want to stay in touch with Ill be there. Well I have to check, more than once and I noticed that everyone from my old account had moved over to the new one, I have tried to accept and reach out to those who I definitely have a close relationship with will see how that goes Ive been off for at least nine months or so I didnt keep track. Anyway Im hoping for the better. Gods in Control",,,,
317,0.4761 ,,"Fact Checked. Facebook is no longer a place of free speech. If you say the truth your post gets fact checked by fake fact checkers, or it gets deleted all together. Facebook needs to be deleted. Also, they are listening.",,,,
318,0.4759 ,,Censorship Central. This is the worst App on the market. Facebook has a political agenda and will censor anyone and all information that does not fall in line with their agenda. It is Nazi Germany 3.0.,,,,
319,0.4754 ,,"Data Thief. Whenever I search something on Google, the product is in my Facebook newsfeed, each & every time.",,,,
320,0.4753 ,,Stealing your data. You have no rights or freedom here this isnt MySpace and never was,,,,
321,0.4751 ,,"Dont put articles on my PRIVATE page. Im not alt anything as Facebook would portray me. Im a middle of the road womanbut when I share something that does not align with far left ideals, Facebook somehow attaches their links on MY posts (from fact checkers who somehow know more than medical doctors, scientists, and scholars). I find it offense, as I do not share random garbage. But who cares if I do? People arent allowed to have opinions, discussions, and debates? This has become dangerous.",,,,
322,0.4749 ,,"Misinformation and BIAS. Facebook is no longer a free place to share ideas with friends and family. They support radical terrorist ideology, more than they care about the American people. FB is directly responsible for incubating radicalism. Algorithms and shadow banning used to control elections and public opinion will not be tolerated.",,,,
323,0.4749 ,,"Were done with Facebook. Facebooks best days are in the rear view mirror. People are bailing on FB in record numbers Thats what happens when you start censoring people with your incredibly biased and dishonest Fact-checkers.  Or worse, restricting our accounts, because our views go against your Liberal agenda Adios Facebook",,,,
324,0.4749 ,,It Against Freedom of Express. Facebook tries to control freedom of express. It works like Indian media. They are constructing road in Afghanistan while their people dont have toilets and pooping on open sky beside roads. Facebook shows they are aware about human rights but it do against human rights to speak freely. Its such community standard that seems a Bible of anti-human laws. Its completely useless and violet human rights.,,,,
325,0.4748 ,,Worst invention ever. Facebook is a terrible and toxic place. It brings nothing but harm to our society. Instead of bringing people together it pushes them apart. It is nothing more than a medium to push false information.,,,,
326,0.4747 ,,"Spyware. Modern trash, spyware and virus on your device. Remove it as soon as possible. If you still thinking, read the Privacy Policy of Facebook. It is not just an application, it is a AI tool for spreading lie, brainwashing, preparing and executing revolutions, etc.",,,,
327,0.4747 ,,"Meta/FB does NOT care about safety. There is a CLEARLY fake profile, made as a friends name, with photos of her children and mine on it, the avatar is a black man. Clearly stolen photos and name.  The account and photos have been reported multiple times by multiple people, and Fb refuses to remove any.  They claim to be about safety, but we all know mark is just in the pockets of the communists and wants to stop the truth of freedom, religion, and speech.   They do not care about the safety of children, but will protect child predators.  Theyll notify me right away if I even jus like something their opinion checkers dont agree with (fact checkers are fake), the only reason I havent deleted it is bc I want my childs photo off a strange man in Granadas fake account.",,,,
328,0.4746 ,,Facebook violates the rights. This application violates the rights of expression of all citizens who use it.  Violating the first amendment to the constitution of the United States of America.,,,,
329,0.4746 ,,"Theyre tracking you and making huge profits on it. I would recommend deleting the app from your phone and then only downloading it when you absolutely need it.First, everyone should see The Great Hack which is about how FB sold the personal information of 85M people to Cambridge Analytica - and this information was then used to manipulate the 2016 election.Second, Frances Haugen is an American hero and if you havent listened to her Congressional testimony or seen her 60 Minutes interview, you should. This is a company that is morally bankrupt. I almost never am on FB, except for their Marketplace which I have to admit is great.FB collects your data all the time.If youre like me and you keep your account to stay in touch with family - and/or the Marketplace, Id recommend deleting the app from your phone when you arent using it.",,,,
330,0.4743 ,,"Changed. The Facebook I knew it was simple but later everything got messed up advertising in the videos, the privacy concerns me as well due to the information a particular user has to share with the app , I wish the Facebook I knew could go back to their old customs rather then copying other apps with the similar configurations they want it to be.",,,,
331,0.4743 ,,"ZERO STARS for racism, high volume of false info. Unless youre black, youll be reported and banned for 30 days if you try to defend yourself for any reason. Youll also notice that Facebook will label ANYTHING they dont personally agree with as spreading misinformation. Which is in fact the false information.",,,,
332,0.4742 ,,Corporate Fascism and Hypocrisy  Version 2.0. If you are connecting privately with friends you are still a product of your data they profit from. If you want to gather any news or information or ideas you are limited to only the radical rose colored info deemed worthy by the clandestine big brothers that will spoon feed the social-communist manifesto they want you to believe.,,,,
333,0.4739 ,,There needs to be a dedicated marketplace app. I only use Facebook for local business. I stopped using it privately years ago due to Facebook mining my data and its privacy settings not working. Posts I made private set to only me were visible to someone stalking me who I did not friend. The marketplace is the only functional and useful aspect of the site. Let me use that as its own app,,,,
334,0.4736 ,,"Mark Zuckerberg should be in prison. The algorithms should be illegal. Facebook is literally invading peoples privacy. My Facebook is currently restricted and one of my punishments I guess, are that my posts will be moved lower in the News Feed for 27 days so basically, fb just admitted to controlling every aspect of what their users see and dont see. That sick. No platform should have that much power over what we see and dont see it creates a biased and heavily influenced atmosphere",,,,
335,0.4736 ,,"Lying. Woke up in the morning checked myy messeges, didn't even open facebook. Later in the morning went into battery to see that I went on Facebook for 28 minutes while I didn't even open the app. I am the only one in the house at that time. So Facebook is definitely doing something wrong / lying about privacy.",,,,
336,0.4735 ,,"FB is now just spyware. Getting ready to permanently delete my profile and this app. Of the problems I encounter, here are some of the most noticeable: 1)Nonstop glitches because they never can fix a problem without creating a dozen more. 2)When I go to my settings, there is now a section that says FB monitors all my offline activity. Gee, who walouldnt want a social app to monitor everything you do all day long?  3) FB censored my posts questioning the origin of the virus that was just a walking distance from the Wuhan lab, only for them to suddenly uncensor my posts a year later because big daddy government told them it was finally okay to admit the truth. Only one political side is censored, while the other side is allowed to harass and bully at will. 4) the spammy ads are everywhere. 5). Out of the ads, there have been counterfeit clothing companies from overseas (mostly China) scamming people who get fake product that doesnt match the photos of the items shown. But then the comments are removed so more people are duped into buying fake garbage off of FB ads. 6) if you defend yourself against someone who harassed you on your own page, you will get put in FB jail for saying anything to the person harrassing you, but FB will tell you the other person isnt violating standards despite them commenting on your personal profile. 7) FB promotes the most biased articles as fact and will not allow dissenting opinion and thinks we are too fragile to make up our own minds, so they will make them up for us. 8) if you learned anything about communism, you would recognize the tactics used by the FB overlords who see us as a means for them to make money while controlling everything we say or do.",,,,
337,0.4734 ,,Business. Ive tried multiple times to connect my Facebook and Instagram account so I can promote my business and each time it tells me error . Ive done everything in my power to reach Facebook and not a single response . Its pathetic that such a big company cant get the littlest things right. I will not be using Facebook ever again.,,,,
338,0.4734 ,,"Overblown and overrated Social Media Tracker. I have been on Facebook well before it was open to the general public. I have watched as each evolution of Facebook had turned less into a friendly meeting place into an irritating, crowded space where i see constant ads and posts of comments by friends of friends of my own friends  people Im not even friends with Lets not even talk about the absolute infringement of personal privacy. Its like Big Brother but more irritatingly loud about it. I have deleted my Facebook and have not looked back. Went to Gab and have enjoyed it so much",,,,
339,0.4733 ,,"Authenticator issues. Facebook artificial intelligence is more like anal intelligence. In addition, their security has gotten so crazy, that I cant even get on my account because the authenticator code is not being sent. Then in trying to contact Facebook with an issue, when youre not on Facebook, and you cant get on Facebook, is next to impossible if not impossible. I can certainly see why people are dumping Facebook and going to other social media; however, I sure wish the federal government would break up Facebook and make Instagram standalone. It pays to be a rich company and have lobby groups in Washington to grease politicians to keep them from breaking up truly what is a social media monopoly.",,,,
340,0.4733 ,,"Facebook is the real virus. From selling our info, to tricking us, lying to us, and manipulating what we see and say, Facebook has done nothing to protect their customers.  The platform is a joke.  Remember the commercials they made apologizing to us after they made billions off our data??? Facebook will get what it deserves one day.",,,,
341,0.4731 ,,The Tairney Of Facebook. Facebook is the definition of a rights revoking platform. It is strongly left. Has been found multiple times stealing and selling information.,,,,
342,0.4726 ,,"No rights. This app can show and see your location without your permission even if youre not using it. Mark Zuckerburg cares only about his wallet and following the governments lead, regardless of what it is. They also sell your information to third parties and no block app works against it once you put anything on their site. BEWARE",,,,
343,0.4726 ,,Facebook. Facebook restricts anything now .you cant say dumb .crook or criticize any one without them blocking someone account,,,,
344,0.4725 ,,"CommunisimBook. Dont expect privacy, dont expect freedom of speech because this app doesnt care about your rights. Your account is 100% guaranteed to get hacked eventually.",,,,
345,0.4725 ,,Tracking ads. They track everything on youI talk about something in text or in the phone and suddenly theres an ad relating to thatPlus all the fake news crap from years agoI wish I could just take my videos and pictures on there on a different format and leave So disappointed with this appI think the founder had good intentions but got greedy and took advantage of our data and allowed our data to be his profit,,,,
346,0.4721 ,,"Where do I start??. The update is awful I get notifications of a response rather comment or reaction hours later but in the notification it will say 5 minutes ago. The new intertwining of IG or TikTok has videos that pop up at random you cant rewind or fast forward you just have to let play out and rewatch it. The original stand of Facebook is no longer. There is absolutely no privacy filters everything about you can be told about you without you even sharing the info. The amount of commercials are ridiculous. You cant speak freely without being told its against their standards, unless its white supremacy Certain words are filtered to get you band even when they arent used in a bad context.",,,,
347,0.4721 ,,Leaving Facebook. Dont show ANY kind of different point of view other than the point of your told to have.,,,,
348,0.4716 ,,Ruining our country and culture. Facebook willingly and almost gleefully allows misinformation and hate speech and propaganda to go unchecked. They allow domestic terrorist groups to spew hatred and vitriol through comments and memes. Facebook must be held accountable for their actions or rather inaction.,,,,
349,0.4716 ,,Disappointing. Facebook restricts you for everything now. Even unnecessary things you cant talk to anyone or email anyone with issues but someones restricting accounts .. do not suggest using for business and personal.,,,,
350,0.4714 ,,Not safe. If they can hack Facebook whats the point in having it.,,,,
351,0.4714 ,,Report. There are so many toxic and harmful things in Facebook but whenever I report it the only thing I receive is didnt go against fb rules ???,,,,
352,0.4712 ,,Tracking?. Selling our info?,,,,
353,0.4712 ,,"If i could give 0 stars i would. Facebook has ZERO customer support. There is absolutely NOBODY available to talk to in person. you think that such a huge company would at least put in some effort in this area, i know for a fact that they have the resources to do so. I lost access to my account that i have had for 7 years when it got hacked and nobody will help me regain it. all of their forms and help centers are completely useless. they dont care that all of my personal information is at risk in the hands of a hacker. ever corner i search i come back disappointed and disrespected. facebook is run by stingy and useless people who dont give two s**ts about their customers",,,,
354,0.4711 ,,"Keep taking away. I can no longer share a post to my business page from my personal page on my app. Also, I can no longer like or comment on other pages as my business page. I can only copy the link and then switch to business page and paste. In addition, I have a Medicare Supplement Senior Health Insurance ad denied as a political advertisement. Facebook is run by idiots born in a bubble.I deleted FB in its entirety 1/10/21, best thing I ever did. No more comparing, aggravation of opposing views, better relationships and less time wasted.  The social dilemma documentary is spot on, sickening.",,,,
355,0.4711 ,,"Has taken a very sad turn. Spreads false information and helps fuel hate. Hope someday the algorithm and facebooks incentives change, so sad they put profit over the well-being of its users. I use to use FB to connect with distant relatives and share pictures of my family, but its became such a negative place.. truly heartbreaking. I am hoping for a healthier future, unity & trust again.",,,,
356,0.4711 ,,"Read the terms of service agreement. Its so interesting to see people complain about something that gets them in trouble. If theyd read the terms of service agreement they skim through and like agree on, they wouldnt be so shocked. Facebook is a platform in which you can freely express yourselfthat exclude you from freedom of consequence though. Think with your brains people Not with your wants.",,,,
357,0.4709 ,,"Facts. People that were on Facebook are living in an alternate world, where facts dont matter, One day I can comment on my post the next day I cannot, the next day I can comment on a post the next day I cannot Make up your mind Do you think you could get rid of my stalker who works for Facebook Also I would like their name so I can prosecute him for stalking But I know Facebook wont give me the name because they hide criminals",,,,
358,0.4707 ,,"No way to be yourself anymore. I only have Facebook because of family. If not for them I wouldnt have anything to do with it. They sell your info, track everything you do and even add commentary or links to your posts if you write about certain things. I told my cousin that I use Ancestry.com and the messenger put an ad for them in the message A friend wrote about the climate that day and Facebook put in a comment and link about climate change, another friend said something about vaccinations and it was attached with a comment about vaccine disinformation Its actually freaking scary. They have too much power.",,,,
359,0.4707 ,,Facebook should be shut down. Absolutely thee worse with protecting acts. There is no one to talk to if account issues occur. U get put in FB Jail for EVERYTHiNG. If you have a business and have business pages connected it can absolutely effect your business when trying to reach your customer base on FB. It def needs a revamp,,,,
360,0.4702 ,,"Facebook is . Facebook shadow band pages, they manipulate the newsfeeds as well as your post spread posts never reach your followers. Less than 1 percent of the followers can see your posts  FB",,,,
361,0.4702 ,,Government snooping and too many notifications (s details). I got a traffic ticket out in Europe and the German government provided a photo that they pulled off of Facebook as part of their evidence. Not really facebooks fault but still creepy and makes me not use my real name. I turned off my notifications as it was 20+ a day and almost all of them were irrelevant,,,,
362,0.4702 ,,"Poor application and horrible customer service. Lots of crashes being reported, never got an respond back, and crushes still there. Lot of fake accounts sending spam, and none of them was deleted after reports. Always answer its not harmful. Yes, if someone follow their link and loose money and personal information, its not harmful for Facebook but their standards do not care about you. Last one I was banned about Kyle and court ruled that he did nothing wrong. But Facebook thinks different way, court no matter to Facebook representatives, they strike you for 7 days if you support different option than Facebook",,,,
363,0.4702 ,,"Falling Apart. Its obvious Facebook programmers are not working on this platform as much. Been constantly coming across ads that you cannot close without closing and restarting the app. Facebook censors mainstream news reports, attempts to stop people from sharing certain stories by including messages trying to trick people into believe the articles are old, I can go on and on and on for days. Facebook is NOT a place you can go without being censored at some point for sharing things protects by the First Amendment.Companies like Facebook have been responsible for the degradation of our fundamental right as People of the United States of America. For no other reason would this billion dollar company need to recreate itself under another illusory title in attempt to control social media.",,,,
364,0.4701 ,,"Porn. Facebook censors people who post something that doesnt line up with their views. But a porn add shows up and that is ok. Its not actually an ad for a porn site but it is An ad for Canna Verda CBD oil. It has a picture of a female face down with her butt in the air.  The picture has a penis inserted in her butt. You can see her vagina and her butt. You can see the mans penis, ball sack and butt. Such class from Zuckerberg and his robots who work at FB. You are disgusting and are morally bankrupt. No one should use FB, meta whatever this mans platform is.",,,,
365,0.4699 ,,Joke. Facebook is a joke. Your get harassed by other people an they restrict your account bet this post wont even be made public. Because its all a joke,,,,
366,0.4699 ,,"Facebook as became Poison. Zuckerberg, said once if people trust them with their information that they are suckers and they deserve what they getAnd, after the 2020 bashing I (see)Its becoming worthless.",,,,
367,0.4697 ,,"Facebook has ruined us, exploited us and our children. Somebody do something to fix it. Social media has done more harm than good.",,,,
368,0.4696 ,,Facebook and Instagram censorship. This is a communistic behavior to censor people we live in the land of the free and our first amendment rights gives us a voice.  I pray that Facebook and Instagram is completely taken down and new social media platforms are birthed,,,,
369,0.4695 ,,"FaceBook is the enemy. Constant slanting lies. Constant spying and theft of information. FaceBook is the enemy of any fair-minded person. The only reason that I am keeping is because I desire to keep a point of contact open, in case my grandchildren decide to search for me. Otherwise, this platform should be dead to you. This is a complete nil for any decent human. FaceBook is Evil.",,,,
370,0.4692 ,,Facebook. Facebook needs completely revamped and I hate that you merged with Instagram And the stories no one watches those And the stars  they are just a way for you Mark zuckenberg yo make even more money  off the backs of all the people who use this platform You monopolized social Media One I used to use to try to stay connected with my FAMILY Your so wrong for everything you have done You have also ruined my TRUST,,,,
371,0.4690 ,,"Terrible privacy issues and completely biased company. Just watch the news and see how they act. If you have half a brain you can figure out how crappy they are.Edit: you dont need my identity to recover my account. I get the idea behind it, but to ask for my ID is a bit much.",,,,
372,0.4683 ,,"Yall need to get on it. Facebook hasnt been working all day long and nobodys got any type of information on when itll come back. Cant post, comment, send messages to anyone. Some people only have Facebook to communicate. People could literally die because you havent fixed this issue yet. Think about that",,,,
373,0.4683 ,,"Unethical. Facebook spies on us, permits beastiality,censors viewpoints they disagree with. They are fascists.",,,,
374,0.4680 ,,"Everyone knows Mark. You can think you influence us all you want, But even the slow people are getting the hint. Facebook, Instagram and whats app are all controlled treating the world like puppets with fake news and controlled posts. America wont stand for it. At least not most of America wont stand for it . These social sites arent private . Theyre a con. As long as Mark Suckerberg runs it",,,,
375,0.4680 ,,"Not Secure and No Customer Service to Assist. My account was hacked on November 2nd. Someone gained control of my account and posted a HORRIFIC video from my page. I tried reaching out to FB for assistance and have had no luck. I have been thrown in circles, while following the steps to take listed in the Help Center. I am so disappointed, as I have had my FB for over 13 years and am traumatized by what what shared from my page. My husband has passed away since, and it makes me sick knowing I may never be able to log in and be reminded of special moments/pictures/memories that my FB holds. I have tried every single day to access my account, and now it says too much time has passed to review my account and it has been disabled I uploaded my ID as asked, to verify it was me who was requesting access. This cannot be the end.  PLEASE BE BETTER Facebook. So many people trust you",,,,
376,0.4679 ,,Very biased. Facebook is an extremely biased company that censors and violates the right to free speech. They track everything you do across your phone and computer and they also sell your data. They have had major data breaches spanning across 126 countries and 500 million people. 32 million of those people are U.S. citizens. They make it extremely difficult to permanently delete your account. You have to request for the account to be deleted and then it doesnt delete for a whole 30 days after. If you log back in you will have to reset the count down to permanently delete. I have set my account to be permanently deleted and I will never set up another account with this terrible tyrant social media company again.,,,,
377,0.4679 ,,"Mass Censorship and Fake Fact Checking. Facebook does Not allow freedom of speech Facebook has fact checkers that itself admits dont really check the facts, they just have an opinion",,,,
378,0.4678 ,,"Social engineering. One, dont like fb wants all your friends to know all your comments on outside posts. Everything isnt for everyone.  Also theyre looking to control just about all the content you see.  Constantly getting anti LE footage and leftist propaganda. Just know to keep FB as the tail, and dont let it wag the dog.",,,,
